tweet_wakati,emoji
"1 枚 1 時間 ワン ドロ … n 番 煎じ を 好き 勝手 やっ て ます 😂 
",😂
"Roomba に 誘拐 さ れる 麺 ちゃん 😂 
",😂
"カリギュラ も そう だ けど 、 理想 世界 の 話 は ホンマに な 😂 
",😂
"主催 側 が 優勝 は 笑う 😂 
",😂
"おはよう ござい ます 😃 
",😃
"良かっ た です ね 😃 
",😃
"ジャンボ ( マッチョ さん 、 この 後 軽く 飲み 行か ない ？ )。 ドラゴン ( 行き ましょ う 😃 カラオケ 歌える 良い 店 知っ て ます よ 🎤 )。 ジャンボ ( とりあえず カラオケ 止め とこ う よ 😰 )。 
",😃
"録画 で 確認 しよ う 😃 
",😃
"→ つい 最近 発見 し た ばかり の 曲 😃 過去 に 桃 と リンゴ の 等価 交換 を 提案 し て き た 人 が い た けど … 桃 一 個 と リンゴ 一 … 
",😃
"配当 うれ ぴっぴ 😃 
",😃
"なんて 呼ぼ う 😃 ！ 
",😃
"余裕 で 全員 😃 しかも 全曲 歌える 🤣🤣🤣 叔父 （ 母親 の 兄 ＝ 四男 ） は 
",😃
"ありがとう ござい ます 😃 
",😃
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😃
"応募 さ せ て いただき ます 😃 
",😃
"おはよう ござい ます 😃 
",😃
"ピント が すぐ 合う 😃 
",😃
"これ で いい 😃 
",😃
"み ー さん 😃 こんばんは 🌛 
",😃
"絶頂 対決 で の 爆 乗せ 😃 ✌ ️ 
",😃
"時間 が 経つ と 思い出す ん でしょ う ね 😃 
",😃
"以外 と 当たる し 、 出 玉 も 悪く ない ん だ よ ね 😃 
",😃
"テンション 上がっ て 来 た ね 😃 
",😃
"最初 は その ぐらい が いい よ 😄 いっぱい 抱い て あげ た ほう が 👍 抱き 癖 なんて どうせ あと で 嫌 でも 取れる から 😃 
",😃
"自分 が やら れ て 全滅 さ せ てる わけ じゃ ない から 、 ID で 少し ミ スる の くらい は 気 に し ない で やっ て いこ う 😃 
",😃
"今日 は スペシャル 対談 の 仕上げ 作業 😃 
",😃
"オシ リス 姉 に やり方 教わっ て ソロ で 行っ て み た けど 意外と 面白かっ た 😃 
",😃
"暗闇 で チャリ 漕い でる 😃 
",😃
"おでこ ちゃん 😀😃😃😀😃 機嫌 よし 
",😃
"海 で 遊ん でる パパ と ベジータ さん 😃😊🤗🍉 
",😃
"思い出す よ 😃💡 
",😃
"作っ て た イラスト 集 の データ 全部 消え た よ 😃 
",😃
"やっ た ね 😃 
",😃
"あえて 皆さん に 委ね て みよ う 😃 
",😃
"に ゃんと … それ は 嬉しい 😃 1 年 待っ て もらえれ ば 1000 人 到達 し たり ます ！ ！ 
",😃
"女優 も さ れ て い まし た ね 😃 
",😃
"おでこ ちゃん 😀😃😃😀😃 機嫌 よし 
",😃
"まめ ら ～ ちゃん 😊💕 も これから 見つけ たら 食べ れる もん ね 😃 ❤ ️ ❤ ️ ❤ ️ 
",😃
"嬉しい 😃 
",😃
"了解 致 です 〜 😃👍 しかし 、 ええ もん 見せ て 頂き まし た 〜 、 多謝 🥰💕💕💕💕 
",😃
"全般 で 予定 し て ます 😃 
",😃
"少し の ミス も 許さ れ ない 運転 で 部屋 の ラグ が 酷い 時 は 、 終わっ た な と 感じ ます 。 😃 
",😃
"無事 終わっ た ん や ね 😃 よかっ た ✨ 
",😃
"佐藤 健 とか 吉沢 亮 だっ たら 、 心強く ない と やっ て いけ ない 😃 
",😃
"おはよう ござい ます 😃 
",😃
"いえいえ 〜 😃 
",😃
"一 日 中 apex し て まし た 😃 
",😃
"心配 し ない で 😃 
",😃
"でしょ ？ 私 って 優しい から さ 😃 
",😃
"いえ ー い 👊😃💕 
",😃
"よろ です 😃 
",😃
"ヤダ 😃 
",😃
"おはよう ござい ます 😃 
",😃
"おはよう ござい ます 😃 
",😃
"Twitter 始め まし た 😃 フォロワー さん 1 , 000 人 目指し て ます ！ よろしく お願い し ます 🙏 
",😃
"ちゃんと 回答 し て ね 😃 
",😃
"バニラ か ･･･ 😃👆 
",😃
"おはよう 😃 御座い ます 。 今日 は フリー & amp ; 待機 の 半 々( 応援 要請 の 可能 性 有り ) 状態 な ので 、 千葉 方面 の 外出 は 可能 ( 現場 が 近い ので ) 
",😃
"おはよう ござい ます 😃 冷 ん やり です 。 
",😃
"おはよう 👋😃 ☀ ️ 
",😃
"お疲れ様 でし た 😃 
",😃
"我が家 は 鍬 を 積ん で 畑 に 出かけ て い ます 😃 
",😃
"おはよう ござい ます 😃 
",😃
"お疲れ様 です 😀 また あした 😃 
",😃
"よろしく 😃 
",😃
"鬼 滅 で 盛り上がっ て ます ね 😃 
",😃
"こんばんは 😃🌃 夜中 に 起き ちゃっ て 、 肉 便器 妻 さん の ぱちくり お 目 目 に やら れ ちゃい まし た 😃 スポーツ ブラ も 似合っ てる 🎵 
",😃
"ガンオン とか おっさん が 舌打ち し ながら 、 暴言 吐い て 、 しょっちゅう ライターカチカチ ⇒ ふ ぅ ー が 普通 な のに 😃 
",😃
"フェアリー で 賞 😃 
",😃
"おはよう ござい ます ☀ ️😃 ❗ 昨日 の 夜 は AI 予想 の 環境 設定 を し て おり 寝不足 です 😞💦 今日 は 佐賀 競馬 と 帯広 競馬 が あり ます が ご 希望 と あれ ば 少し やり ます 🎵 
",😃
"いい ね と RT 😃 ✌ ️ 目標 は 100 日 
",😃
"鬼 滅 完全 オリジナル 新作 が 合間 に 適当 に やる 解釈 違い な 感じ じゃ ない こと を ガチ で 祈り たい … 日本 の アニメ は 平気 で そういう の やる … 作品 へ の マイナス 要素 なる の は 嫌 よ 😃 ( 笑 ) 
",😃
"有吉 反省 会 終わっ ちゃう けど 後釜 番組 が ある ん だ ね 😃 
",😃
"ゆっくり 寝 てぇ や 😃 
",😃
"初心者 が けん玉 を する と こう なり ます 😃 
",😃
"7 名 の 方 が 起き て まし た 🌟🌟 私 から だる 絡み し て くれ て ありがとう ❣ ️ の 感謝 状 を 送り たい と 思い ます 😃😃 
",😃
"サラー うめ ー 😃 素晴らしい 
",😃
"ゆ ー と さ ん おはよう ござい ます 😃 ゆ ー と さん も お め め キラキラ に し ましょ う 🙌 
",😃
"嬉しい 😃 
",😃
"また 一 年 歳 を 取り 、 前年 より も 自分 が 成長 し て いる の を 実感 し て おり ます 😃 ✨ 
",😃
"あっ 、 やっぱり お 店 の 人 は 上手 で よ ね 😃👏 ✨ 
",😃
"今日 L プラワンマン いっ て き た よ 😃 
",😃
"の あ ちゃんと も 久々 チェキ とっ た よ 😃 ほんと なかなか いけ なく て すんません 😅 次 は TIF の チケット が ２ 日 売り切れ らしい から 1 月 か な 😅 今日 は ありがとう 😉👍️🎶 
",😃
"よろ です 😃 
",😃
"今日 も イイ 日 に なり ます よう に 😃👏 
",😃
"仲良し 😃🍒😃 な 二 人 に 会え まし た 
",😃
"で 使っ た この 子 オリジナル です か ？ って 聞か れ た けど そんな 訳 あり ませ ん 、 ” ずん だ もん ” 君 です 。 Booth で 無料 な ので みんな 使っ て ください 😃 
",😃
"近 場 で 仕事 だっ た ので こちら に 初 訪 🔰 塩 の 有名 店 出身 な ので 、 塩 に し て み まし た 😃 出汁 の 効い た すっきり と し た スープ が 優しく 染み渡り ます 😄 4 種類 の チャーシュー が また 個性 的 で なかなか 美味い です ね … 
",😃
"よろしく お願い し ます 🍺😃 
",😃
"お は よー ござい ます 😃 ✌ ️ で わ ？ 
",😃
"よろ です 😃 
",😃
"大量 に ご 用意 ござい ます 😃 
",😃
"こちら も YouTube の チャンネル 登録 さ せ て いただき まし た 😃 
",😃
"煉獄 さん な んで あんなに 弁当 うまい うまい 食っ て た の ？ うち の 母 が いちいち うるさい ね この 人 って 言っ て た 、 作っ た ひと は 嬉しい だろ う ね 😃 一口 一 口 噛み締め て 食える 人 な の か 、 め ちゃ 家柄 良 さ そう だ が 好感 度 高い 、 あんなに も 優しい しよ … 父 に 褒め られ なく とも 父 の 背 に 憧れ とか 尊敬 の 意 は 持ち 続け て たん だ な 
",😃
"応募 さ せ て いただき ます 😃 
",😃
"昨日 は 、 スタジオ に 行く 途中 、 パン 🥐 屋 さん の シャッター に 👏👏😃 ㊗ ️💕 
",😃
"こんばんは 😃🌃 
",😃
"ツイッタ 簡単 だ 😃 
",😃
"おめでとう ござい ます ！ 私 は あなた の 作品 が 大好き です ！ 😃👏👏👏👏👏👏 
",😃
"深夜 の スイーツテロ です ね 😃 
",😃
"休憩 の ☕ 😃🚬 
",😃
"お 久 ぶり ～！！ 😃 
",😃
") ʃ ) ₎₎⁾⁾ ʃ ) ₎₎ プ □ フ で 待っ て ます 😃 n ちょっと 足 痛い … 
",😃
"癒 や し キャラ で いき たい 😄 ← （ 笑 ） 
",😄
"毎日 応募 可能 😄 
",😄
"可愛い 画像 です ね 😄💠🌛 
",😄
"ご 無理 の ない 範囲 で 、 しかし お 手紙 頂ける と とても 励み に なり ます ！ ！ 😄🙏 
",😄
"キモイキャラ 使う な 😄 
",😄
"固定 文 も 見 て ください 😄 
",😄
"IG お 顔 見せ て くれ て ありがとう 😄 
",😄
"「 黒髪 に 星 」 「 風 光る 」 「 霞 立つ 」 の 3 色 です 😄 ご 応募 は 10 月 1 日 正午 まで 💖 
",😄
"毎日 応募 可能 😄 
",😄
"な 😄🌷 
",😄
"を フォロー & amp ; RT と ハッシュ タグ 投稿 で W チャンス ！ 最新 掃除 機 モニター プレゼント 😄 
",😄
"わ ！ ！ 素敵 な 前菜 ！ ！ お客様 も 歓び そう です ね ！ これから ホリデー シーズン も やってき ます し 、 知っ て おく と いい レシピ です ね ❣ ️😄 
",😄
"でも 食べ て み たら 甘く て 美味しかっ た ので 、 栗 ご飯 諦め させ て 明日 ほじくら せ ます 😄 
",😄
"TRPG は 初めて 見 た ん です けど 、 めっちゃ 面白かっ た です 😄 ✨ ちょっと 見れ て ない と こと か ある ので 、 後で じっくり 見返し ます ね ！ 
",😄
"お疲れ様 でし た 😄 いつも 楽しま せ て くれ て ありがとう m (_ 
",😄
"ザストステッカー は 対象 店舗 が 近く に なかっ た から 手 に 入れ られ なかっ た けど 、 今回 は 対象 店舗 が 拡大 さ れ て 嬉しい です 🙌🏻 母 と 2 人 で Get し て き まし た 😄 
",😄
"あ は は 😄 
",😄
"マッ 、 今日 は お 休み だ し 、 イッカー 😄 
",😄
"boruto 217 が 燃え上がり ます よう に 😄 
",😄
"領有 権 が 中 に 有る なら 不要 な の で は ？ っと 思っ て た けど … まっ 、 まさか ！？！？！？ 😀😄😆 
",😄
"涙 目 😢 帰る 時 に アパート & amp ; 一 軒 家 に 住ん で いる 地元 の 方々 が サリウム 振り ながら 「 来 て くれ て ありがと ー ！ 😄 ！ 」 「 また らい ね ～ ん 😆 ✋！」 等 と 叫ん で くれ て 👀 が 潤み ...『 ありがと ～ 😄 』 『 また 来年 来る ね ～ 😆 』 『 どうも ありがと ー ！ 😆💗 』 と 珍しく 叫ん で き た よ 🙌😄 … 
",😄
"戸部 くん と 私 の カップリング 固定 です 地雷 です 去れ ーーーーーーーーーーーーー 😀😃😄😁😆😅😂🤣🥲 ☺ ️ 😊 😇 🙃 🙂 😉 😌 😍🥰😘😗😙😚😋😛😝😜🤪🤨🧐🤓😎🥸🤩🥳😏😒😞😟😔😕🙁 ☹ ️😣😖😫😩🥺😢😭😤😠😡🤬🤯😳🥵🥶😱😶 ‍ 🌫 ️😨😰😥😓🤔🤗🤭🤫🤥😶😐😑😬🙄😯😦😧😮🥱😲😴🤤😪😮 ‍ 💨😵😵 ‍ 💫🤐🥴🤢🤮🤧😷🤒🤕🤑🤠 
",😄
"ん ～ なんとなく です か ね ？ リクエスト の ラインナップ み たら 絶対 そう やろ ！ と 思い まし た ( 笑 ) カラオケ 行き たく なる 配信 でし た ね 😄 
",😄
"ranran さん も 、 良い 日曜日 を 😄 
",😄
"コア 層 の みなさん は 直接 試合 に 足 を 運ん で 身近 で 見 て 体感 し ます もん ね 😄 
",😄
"お疲れ様 でし た 😄 ゆっくり お 休み 下さい ね 👍 
",😄
"「 黒髪 に 星 」 「 風 光る 」 「 霞 立つ 」 の 3 色 です 😄 ご 応募 は 10 月 1 日 正午 まで 💖 
",😄
"「 身近 に 迫る ヤバイヤツ ら SP 」 😄 
",😄
"最初 は その ぐらい が いい よ 😄 いっぱい 抱い て あげ た ほう が 👍 抱き 癖 なんて どうせ あと で 嫌 でも 取れる から 😃 
",😄
"私 の ラルク の ライブ 参加 は 代々木 の 最終 日 じゃー ！ ！ 😄 ✨ 🙌 
",😄
"あら 。 今 から 仕事 行っ て き ます 😄 
",😄
"本日 は ヤクルトマンナイター ⚾ ️ 池 江 璃花 子 選手 に 始球 式 を 務め て いただき まし た 😄 見事 ノー バウンド 投球 ✨ ナイスピッチング ‼ ️ 
",😄
"おはよう ござい ます 。 今日 は 仕事 😓 仕事 の 方 は 適当 に 乗り切っ て 行き ましょ う ！ 休日 の 方 は 満喫 し て ください 😄 
",😄
"見応え あっ た ねぇ 〜 😄 
",😄
"おはよう ござい ます 。 今日 も 朝 は 涼しく て 風 が 気持ち良い です ね 😆 今日 の 中央 競馬 は 重 賞 は 無い です が 狙い 目 の ある レース が 多い ので 楽しみ です 😄 本日 も 一 日 よろしく お願い 致し ます 🙇 
",😄
"帰り道 キャス 聞け た 😄 
",😄
"う ぇぇぇい ✌ 😄 ✌ 
",😄
"28 日 に は YouTube 投稿 出来る よう に 編集 頑張り たい です 😄 
",😄
"毎日 応募 可能 😄 
",😄
"あと 少し です が 、 道中 お気 を つけ て お 帰り ください ませ 😄 
",😄
"😄 不 打 自 招 
",😄
"は 2 日 目 に 出演 し ます ！ ツアー も 現在 開催 中 です ！ よろしく お願い し ます ✌ ️😄 ✌ ️ 
",😄
"リトルトゥース で あり ます ！ 😄 # annkw 
",😄
"ミサ ちゃん ～ お 誕生 日 おめでとう 😄🎉 
",😄
"私 も 鬼 滅 の 映画 アカザ が 来る ところ まで 見 て まし た 😄 
",😄
"煉獄 ち ぃ 寿郎 ちゃん 今日 も 大 暴れ だ ね 😄 
",😄
"前向き に 検討 する わ ✋ 😄 
",😄
"では 明日 やり ましょ う 😄 
",😄
"横 に なり たい 🤣 お 座り つかれ た 😄 
",😄
"太 细了 😄 
",😄
"momota おそ よ 〜 😄 
",😄
